data
0 2 3 108 4 109 5 70 6 59 63 7 32 8 84 6 59 63 34 44 36
0 2 3 108 4 110 5 69 6 59 63 7 32 8 84 6 59 63 34 44 36
0 2 3 108 4 109 8 84 6 59 62 9 73 6 59 62 7 32 8 85 6
0 2 3 108 4 109 5 67 6 59 63 7 32 8 84 6 59 63 34 44 36
0 2 3 108 4 109 5 72 6 59 62 7 32 8 84 6 59 63 34 44 36
0 2 3 108 4 110 5 68 6 59 63 10 7 32 8 84 6 59 62 34 44
0 2 3 108 4 109 5 72 6 59 63 7 32 8 85 6 59 63 34 44 36
0 2 3 108 4 109 5 71 6 59 63 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 110 5 70 6 59 63 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 109 5 71 6 59 63 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 110 5 68 6 59 62 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 110 5 68 6 59 63 10 7 32 8 84 6 59 62 34 44
0 2 3 108 4 109 5 71 6 59 63 7 32 8 85 6 59 63 34 44 36
0 2 3 108 4 109 8 84 6 59 62 9 76 6 59 63 7 32 8 84 6
0 2 3 108 4 110 5 69 6 59 63 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 109 5 68 6 59 63 7 32 8 84 6 59 63 34 44 36
0 2 3 108 4 110 5 69 6 59 63 7 32 8 85 6 59 62 34 44 36
0 2 3 108 4 110 5 72 6 59 63 10 7 32 8 85 6 59 63 34 44
0 2 3 108 4 109 5 71 6 59 62 7 32 8 84 6 59 63 34 44 36
0 2 3 108 4 109 5 67 6 59 62 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 110 5 67 6 59 62 7 32 8 84 6 59 63 34 44 38
0 2 3 108 4 109 5 68 6 59 63 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 110 5 69 6 59 62 7 32 8 85 6 59 62 34 44 36
0 2 3 108 4 109 5 71 6 59 62 7 32 8 84 6 59 62 34 44 36
0 2 3 108 4 110 5 72 6 59 63 7 32 8 84 6 59 63 34 44 36
0 2 3 108 4 110 5 71 6 59 62 7 32 8 85 6 59 63 34 44 36
0 2 3 108 4 110 5 68 6 59 62 10 7 32 8 85 6 59 62 34 44
0 2 3 108 4 109 5 67 6 59 62 10 7 32 8 85 6 59 63 34 44
